DECODED FM12/13/15/16/94  UNITS: FF:kt;TT:°C;PP:hPa;AP:dPa;VV:km;RR:mm;SN:cm;SS:min;RAD:KJ/m˛/hr .. J/cm˛/day;HW:m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INDEX;LOCATOR;TYPE;C;NAME;LAT;LON;ELEV;YYYY;MM;DD;HHmm;DIR;FF;FG;G1h;G10;FX;FX1;FFM;TL;TD;T5;TX;TN;TX6;TN6;TX1;TN1;TN5;TW;Tsfc;T-05;T-10;T-20;T-50;T-1m;RR6h;QFE;QFF;QNH;AP;A;www;960;961;962;963;MetarWX;W1;W2;WWZ;LTNG;VIS;COV;N;L;HLC;ClCmCh;LAYER1;LAYER2;LAYER3;LAYER4;CLG;PIC;VCLOUD1;VCLOUD2;VCLOUD3;VCLOUD4;VFOG;RR;TR;RR10m;RR1h;hh;RR24h;WRTR;SNO;NEW;SR;GS;SS24;Sh;S10;GL24;DF24;LW24;GL1h;DF1h;LW1h;GL10;DF10;LW10;HW;PW;DW1;HW1;P1;DW2;HW2;P2;I;B
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 0640; /; 02; /; /; 03; /; /; /; 8.9; -0.3; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.6; 3121; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 23; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 0650; /; 02; /; /; 03; /; /; /; 9.2; -0.7; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.5; 3120; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 24; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 0700; /; 03; 12; 08; 07; 05; 04; 03; 9.0; -0.7; /; /; /; /; /; 9.3; 8.7; /; /; /; /; /; /; /; /; /; 728.5; 3120; /; -1; 7; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 0; /; /; /; /; /; /; /; /; 0; 0; /; /; /; 133; /; /; 25; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 0710; /; 03; /; /; 05; /; /; /; 9.1; -1.5; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.5; 3120; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 27; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 0720; /; 02; /; /; 04; /; /; /; 9.1; -1.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.5; 3120; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 28; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 0730; /; 02; /; /; 03; /; /; /; 9.4; -1.7; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.5; 3120; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 29; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 0740; /; 02; /; /; 03; /; /; /; 9.6; -2.0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.5; 3121; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 30; /; /; /; /; /; /; 104; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 0750; /; 02; /; /; 03; /; /; /; 10.0; -1.8; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.5; 3121; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 381; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 0800; /; 02; 08; 05; 03; 04; 03; 02; 10.5; -3.0; /; /; /; /; /; 10.8; 8.9; /; /; /; /; /; /; /; /; /; 728.5; 3122; /; 0; 4; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 0; /; /; /; /; /; /; /; /; 23; 100; /; /; /; 969; /; /; 399; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 0810; /; 02; /; /; 05; /; /; /; 10.7; -3.9; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.5; 3122; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 418; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 0820; /; 02; /; /; 05; /; /; /; 10.7; -4.3; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.5; 3122; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 434; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 0830; /; 02; /; /; 03; /; /; /; 10.6; -3.8; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.5; 3122; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 449; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 0840; /; 02; /; /; 05; /; /; /; 11.0; -3.8; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.5; 3122; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 463; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 0850; /; 03; /; /; 05; /; /; /; 10.5; -4.7; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.6; 3123; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 479; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 0900; /; 04; 10; 10; 10; 04; 04; 03; 10.2; -3.3; /; /; 8.7; /; /; 11.2; 10.2; /; /; /; /; /; /; /; /; /; 728.7; 3123; /; 0; 4; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 3; 0; 0; /; /; /; /; /; /; /; /; 60; 100; /; /; /; 2737; /; /; 493; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 0910; /; 04; /; /; 09; /; /; /; 10.2; -0.2; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.6; 3123; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 507; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 0920; /; 03; /; /; 05; /; /; /; 10.3; 0.1; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.6; 3123; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 520; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 0930; /; 04; /; /; 07; /; /; /; 10.7; -1.1; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.6; 3123; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 535; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 0940; /; 04; /; /; 08; /; /; /; 10.5; -1.7; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.7; 3124; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 550; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 0950; /; 05; /; /; 09; /; /; /; 10.3; -2.0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.8; 3125; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 567; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1000; /; 05; 13; 13; 13; 05; 05; 04; 10.5; -2.6; /; /; /; /; /; 11.0; 10.1; /; /; /; /; /; /; /; /; /; 728.7; 3124; /; 2; 2; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 0; /; /; /; /; /; /; /; /; 60; 100; /; /; /; 3257; /; /; 577; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1010; /; 04; /; /; 10; /; /; /; 10.9; -2.1; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.7; 3124; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 584; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1020; /; 04; /; /; 08; /; /; /; 10.8; -1.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.8; 3125; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 592; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1030; /; 06; /; /; 13; /; /; /; 10.7; -1.2; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.7; 3124; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 598; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1040; /; 07; /; /; 10; /; /; /; 11.0; -1.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.6; 3123; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 605; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1050; /; 07; /; /; 12; /; /; /; 11.3; -1.1; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.5; 3123; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 613; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1100; /; 07; 13; 13; 11; 07; 07; 06; 11.4; -0.7; /; /; /; /; /; 11.9; 10.6; /; /; /; /; /; /; /; /; /; 728.5; 3123; /; 0; 4; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 0; /; /; /; /; /; /; /; /; 60; 100; /; /; /; 3611; /; /; 619; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1110; /; 06; /; /; 11; /; /; /; 11.5; -0.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.5; 3123; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 619; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1120; /; 07; /; /; 11; /; /; /; 11.8; -0.8; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.4; 3122; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 620; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1130; /; 04; /; /; 07; /; /; /; 11.7; -0.2; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.4; 3122; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 617; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1140; /; 07; /; /; 13; /; /; /; 12.3; -0.7; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.4; 3123; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 620; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1150; /; 10; /; /; 14; /; /; /; 12.0; 0.3; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.3; 3121; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 617; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1200; /; 10; 14; 14; 14; 10; 10; 07; 12.2; 0.4; /; 12.5; 8.7; /; /; 12.5; 11.4; /; /; /; /; /; /; /; /; /; 728.2; 3120; /; -5; 7; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 6; 0; 0; /; 0; /; /; /; /; /; /; 60; 100; /; /; /; 3707; /; /; 614; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1210; /; 10; /; /; 14; /; /; /; 12.4; 0.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.2; 3121; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 612; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1220; /; 09; /; /; 13; /; /; /; 12.5; 0.7; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.2; 3121; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 610; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1230; /; 09; /; /; 12; /; /; /; 12.8; 1.0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.2; 3121; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 609; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1240; /; 10; /; /; 14; /; /; /; 13.0; 1.5; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.2; 3121; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 548; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1250; /; 09; /; /; 13; /; /; /; 13.6; 1.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.2; 3122; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 518; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1300; /; 10; 15; 15; 15; 10; 10; 10; 13.4; 1.3; /; /; /; /; /; 13.9; 12.2; /; /; /; /; /; /; /; /; /; 728.1; 3121; /; -6; 7; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 0; /; /; /; /; /; /; /; /; 60; 99; /; /; /; 3464; /; /; 568; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1310; /; 10; /; /; 15; /; /; /; 13.7; 1.3; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.1; 3121; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 595; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1320; /; 09; /; /; 14; /; /; /; 13.5; 1.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.1; 3121; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 577; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1330; /; 10; /; /; 15; /; /; /; 13.6; 1.7; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.1; 3121; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 569; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1340; /; 10; /; /; 15; /; /; /; 14.0; 1.5; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.1; 3121; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 556; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1350; /; 08; /; /; 15; /; /; /; 13.5; 1.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.1; 3121; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 544; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1400; /; 08; 15; 15; 14; 10; 10; 09; 13.4; 1.7; /; /; /; /; /; 14.3; 13.2; /; /; /; /; /; /; /; /; /; 728.0; 3120; /; -5; 7; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 0; /; /; /; /; /; /; /; /; 60; 100; /; /; /; 3378; /; /; 538; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1410; /; 10; /; /; 15; /; /; /; 13.4; 2.3; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 728.0; 3120; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 534; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1420; /; 11; /; /; 17; /; /; /; 13.1; 2.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.9; 3118; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 515; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1430; /; 12; /; /; 17; /; /; /; 12.9; 2.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.8; 3117; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 456; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1440; /; 13; /; /; 19; /; /; /; 12.7; 2.2; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.7; 3115; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 428; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1450; /; 12; /; /; 17; /; /; /; 12.8; 2.2; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.7; 3116; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 392; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1500; /; 12; 19; 19; 16; 13; 13; 12; 13.5; 2.3; /; /; /; /; /; 13.9; 12.5; /; /; /; /; /; /; /; /; /; 727.5; 3114; /; -7; 7; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 3; 0; 0; /; /; /; /; /; /; /; /; 60; 100; /; /; /; 2739; /; /; 414; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 19; 1510; /; 11; /; /; 16; /; /; /; 13.0; 1.8; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.4; 3112; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 95; /; /; /; /; /; /; 284; /; /; /; /; /; /; /; /; /; /; /; /
