Serial Number;205145
Device Identity;205145-10mH2O
Exported from File;C:\Users\mauro_adm\Documents\KELLER\LOGGER_5\data\205145-10mH2O_09_08_2024-07_30_00.DX5
Record Start Time;09/08/2024 07:30:00

;;;;CH1;CH4;CH11
;;;;Pressure1;Temperature TOB1;Conductivity Raw
;;;;mbar;°C;uS/cm
No;;Date;Time;P1;TOB1;ConRaw
1;;09/08/2024;07:30:00;726,379;14,54;0,00000;
2;;09/08/2024;07:30:01;726,379;14,54;0,00000;
3;;09/08/2024;07:30:02;726,364;14,54;0,00000;
4;;09/08/2024;07:30:03;726,364;14,54;0,00000;
5;;09/08/2024;07:30:04;726,364;14,54;0,00000;
6;;09/08/2024;07:30:05;726,334;14,54;0,00000;
7;;09/08/2024;07:30:06;726,379;14,54;0,00000;
8;;09/08/2024;07:30:07;726,364;14,54;0,00000;
9;;09/08/2024;07:30:08;726,379;14,56;0,00000;
10;;09/08/2024;07:30:09;726,364;14,56;0,00000;
11;;09/08/2024;07:30:10;726,334;14,56;0,00000;
12;;09/08/2024;07:30:11;726,364;14,54;0,00000;
13;;09/08/2024;07:30:12;726,364;14,54;0,00000;
14;;09/08/2024;07:30:13;726,379;14,54;0,00000;
15;;09/08/2024;07:30:14;726,379;14,54;0,00000;
16;;09/08/2024;07:30:15;726,379;14,54;0,00000;
17;;09/08/2024;07:30:16;726,364;14,54;0,00000;
18;;09/08/2024;07:30:17;726,410;14,56;0,00000;
19;;09/08/2024;07:30:18;726,379;14,54;0,00000;
20;;09/08/2024;07:30:19;726,379;14,54;0,00000;
21;;09/08/2024;07:30:20;726,379;14,54;0,00000;
22;;09/08/2024;07:30:21;726,379;14,54;0,00000;
23;;09/08/2024;07:30:22;726,364;14,54;0,00000;
24;;09/08/2024;07:30:23;726,440;14,54;0,00000;
25;;09/08/2024;07:30:24;726,364;14,54;0,00000;
26;;09/08/2024;07:30:25;726,303;14,54;0,00000;
27;;09/08/2024;07:30:26;726,364;14,56;0,00000;
28;;09/08/2024;07:30:27;726,379;14,56;0,00000;
29;;09/08/2024;07:30:28;726,364;14,54;0,00000;
30;;09/08/2024;07:30:29;726,410;14,54;0,00000;
31;;09/08/2024;07:30:30;726,379;14,56;0,00000;
32;;09/08/2024;07:30:31;726,364;14,56;0,00000;
33;;09/08/2024;07:30:32;726,379;14,56;0,00000;
34;;09/08/2024;07:30:33;726,410;14,54;0,00000;
35;;09/08/2024;07:30:34;726,364;14,54;0,00000;
36;;09/08/2024;07:30:35;726,379;14,56;0,00000;
37;;09/08/2024;07:30:36;726,410;14,54;0,00000;
38;;09/08/2024;07:30:37;726,364;14,54;0,00000;
39;;09/08/2024;07:30:38;726,364;14,54;0,00000;
40;;09/08/2024;07:30:39;726,364;14,56;0,00000;
41;;09/08/2024;07:30:40;726,410;14,54;0,00000;
42;;09/08/2024;07:30:41;726,410;14,54;0,00000;
43;;09/08/2024;07:30:42;726,379;14,54;0,00000;
44;;09/08/2024;07:30:43;726,379;14,54;0,00000;
45;;09/08/2024;07:30:44;726,334;14,56;0,00000;
46;;09/08/2024;07:30:45;726,379;14,56;0,00000;
47;;09/08/2024;07:30:46;726,364;14,54;0,00000;
48;;09/08/2024;07:30:47;726,379;14,54;0,00000;
49;;09/08/2024;07:30:48;726,334;14,54;0,00000;
50;;09/08/2024;07:30:49;726,364;14,56;0,00000;
51;;09/08/2024;07:30:50;726,379;14,54;0,00000;
52;;09/08/2024;07:30:51;726,364;14,54;0,00000;
53;;09/08/2024;07:30:52;726,364;14,54;0,00000;
54;;09/08/2024;07:30:53;726,364;14,54;0,00000;
55;;09/08/2024;07:30:54;726,334;14,54;0,00000;
56;;09/08/2024;07:30:55;726,334;14,54;0,00000;
57;;09/08/2024;07:30:56;726,334;14,56;0,00000;
58;;09/08/2024;07:30:57;726,379;14,54;0,00000;
59;;09/08/2024;07:30:58;726,334;14,56;0,00000;
60;;09/08/2024;07:30:59;726,364;14,54;0,00000;
61;;09/08/2024;07:31:00;726,364;14,54;0,00000;
62;;09/08/2024;07:31:01;726,379;14,54;0,00000;
63;;09/08/2024;07:31:02;726,334;14,54;0,00000;
64;;09/08/2024;07:31:03;726,364;14,54;0,00000;
65;;09/08/2024;07:31:04;726,364;14,54;0,00000;
66;;09/08/2024;07:31:05;726,364;14,54;0,00000;
67;;09/08/2024;07:31:06;726,364;14,54;0,00000;
68;;09/08/2024;07:31:07;726,379;14,54;0,00000;
69;;09/08/2024;07:31:08;726,379;14,54;0,00000;
70;;09/08/2024;07:31:09;726,364;14,54;0,00000;
71;;09/08/2024;07:31:10;726,379;14,54;0,00000;
72;;09/08/2024;07:31:11;726,410;14,54;0,00000;
73;;09/08/2024;07:31:12;726,379;14,54;0,00000;
74;;09/08/2024;07:31:13;726,379;14,54;0,00000;
75;;09/08/2024;07:31:14;726,379;14,54;0,00000;
76;;09/08/2024;07:31:15;726,364;14,54;0,00000;
77;;09/08/2024;07:31:16;726,379;14,54;0,00000;
78;;09/08/2024;07:31:17;726,410;14,54;0,00000;
79;;09/08/2024;07:31:18;726,364;14,54;0,00000;
80;;09/08/2024;07:31:19;726,379;14,54;0,00000;
81;;09/08/2024;07:31:20;726,364;14,54;0,00000;
82;;09/08/2024;07:31:21;726,379;14,54;0,00000;
83;;09/08/2024;07:31:22;726,364;14,54;0,00000;
84;;09/08/2024;07:31:23;726,379;14,54;0,00000;
85;;09/08/2024;07:31:24;726,410;14,54;0,00000;
86;;09/08/2024;07:31:25;726,364;14,54;0,00000;
87;;09/08/2024;07:31:26;726,364;14,54;0,00000;
88;;09/08/2024;07:31:27;726,379;14,54;0,00000;
89;;09/08/2024;07:31:28;726,379;14,54;0,00000;
90;;09/08/2024;07:31:29;726,410;14,54;0,00000;
91;;09/08/2024;07:31:30;726,379;14,54;0,00000;
92;;09/08/2024;07:31:31;726,364;14,54;0,00000;
93;;09/08/2024;07:31:32;726,410;14,54;0,00000;
94;;09/08/2024;07:31:33;726,364;14,54;0,00000;
95;;09/08/2024;07:31:34;726,379;14,54;0,00000;
96;;09/08/2024;07:31:35;726,410;14,54;0,00000;
97;;09/08/2024;07:31:36;726,379;14,54;0,00000;
98;;09/08/2024;07:31:37;726,364;14,54;0,00000;
99;;09/08/2024;07:31:38;726,364;14,54;0,00000;
100;;09/08/2024;07:31:39;726,410;14,54;0,00000;
101;;09/08/2024;07:31:40;726,410;14,54;0,00000;
102;;09/08/2024;07:31:41;726,410;14,54;0,00000;
103;;09/08/2024;07:31:42;726,410;14,54;0,00000;
104;;09/08/2024;07:31:43;726,379;14,52;0,00000;
105;;09/08/2024;07:31:44;726,410;14,54;0,00000;
106;;09/08/2024;07:31:45;726,410;14,54;0,00000;
107;;09/08/2024;07:31:46;726,410;14,54;0,00000;
108;;09/08/2024;07:31:47;726,440;14,52;0,00000;
109;;09/08/2024;07:31:48;726,440;14,52;0,00000;
110;;09/08/2024;07:31:49;726,410;14,54;0,00000;
111;;09/08/2024;07:31:50;726,410;14,52;0,00000;
112;;09/08/2024;07:31:51;726,410;14,52;0,00000;
113;;09/08/2024;07:31:52;726,440;14,54;0,00000;
114;;09/08/2024;07:31:53;726,471;14,54;0,00000;
115;;09/08/2024;07:31:54;726,440;14,54;0,00000;
116;;09/08/2024;07:31:55;726,410;14,54;0,00000;
117;;09/08/2024;07:31:56;726,410;14,54;0,00000;
118;;09/08/2024;07:31:57;726,440;14,54;0,00000;
119;;09/08/2024;07:31:58;726,410;14,52;0,00000;
120;;09/08/2024;07:31:59;726,379;14,54;0,00000;
121;;09/08/2024;07:32:00;726,379;14,54;0,00000;
122;;09/08/2024;07:32:01;726,379;14,54;0,00000;
123;;09/08/2024;07:32:02;726,410;14,54;0,00000;
124;;09/08/2024;07:32:03;726,364;14,52;0,00000;
125;;09/08/2024;07:32:04;726,379;14,52;0,00000;
126;;09/08/2024;07:32:05;726,410;14,54;0,00000;
127;;09/08/2024;07:32:06;726,379;14,54;0,00000;
128;;09/08/2024;07:32:07;726,410;14,52;0,00000;
129;;09/08/2024;07:32:08;726,379;14,54;0,00000;
130;;09/08/2024;07:32:09;726,440;14,52;0,00000;
131;;09/08/2024;07:32:10;726,440;14,54;0,00000;
132;;09/08/2024;07:32:11;726,410;14,52;0,00000;
133;;09/08/2024;07:32:12;726,410;14,52;0,00000;
134;;09/08/2024;07:32:13;726,440;14,52;0,00000;
135;;09/08/2024;07:32:14;726,440;14,54;0,00000;
136;;09/08/2024;07:32:15;726,410;14,54;0,00000;
137;;09/08/2024;07:32:16;726,440;14,54;0,00000;
138;;09/08/2024;07:32:17;726,440;14,52;0,00000;
139;;09/08/2024;07:32:18;726,379;14,52;0,00000;
140;;09/08/2024;07:32:19;726,379;14,54;0,00000;
141;;09/08/2024;07:32:20;726,410;14,52;0,00000;
142;;09/08/2024;07:32:21;726,440;14,52;0,00000;
143;;09/08/2024;07:32:22;726,410;14,52;0,00000;
144;;09/08/2024;07:32:23;726,410;14,52;0,00000;
145;;09/08/2024;07:32:24;726,410;14,54;0,00000;
146;;09/08/2024;07:32:25;726,395;14,52;0,00000;
147;;09/08/2024;07:32:26;726,471;14,52;0,00000;
148;;09/08/2024;07:32:27;726,410;14,54;0,00000;
149;;09/08/2024;07:32:28;726,395;14,52;0,00000;
150;;09/08/2024;07:32:29;726,395;14,54;0,00000;
151;;09/08/2024;07:32:30;726,395;14,52;0,00000;
152;;09/08/2024;07:32:31;726,440;14,52;0,00000;
153;;09/08/2024;07:32:32;726,440;14,52;0,00000;
154;;09/08/2024;07:32:33;726,410;14,52;0,00000;
155;;09/08/2024;07:32:34;726,395;14,52;0,00000;
156;;09/08/2024;07:32:35;726,440;14,52;0,00000;
157;;09/08/2024;07:32:36;726,395;14,52;0,00000;
158;;09/08/2024;07:32:37;726,395;14,52;0,00000;
159;;09/08/2024;07:32:38;726,395;14,54;0,00000;
160;;09/08/2024;07:32:39;726,440;14,52;0,00000;
161;;09/08/2024;07:32:40;726,395;14,52;0,00000;
162;;09/08/2024;07:32:41;726,395;14,52;0,00000;
163;;09/08/2024;07:32:42;726,395;14,52;0,00000;
164;;09/08/2024;07:32:43;726,395;14,54;0,00000;
165;;09/08/2024;07:32:44;726,395;14,52;0,00000;
166;;09/08/2024;07:32:45;726,410;14,52;0,00000;
167;;09/08/2024;07:32:46;726,395;14,52;0,00000;
168;;09/08/2024;07:32:47;726,410;14,52;0,00000;
169;;09/08/2024;07:32:48;726,410;14,52;0,00000;
170;;09/08/2024;07:32:49;726,395;14,52;0,00000;
171;;09/08/2024;07:32:50;726,395;14,52;0,00000;
172;;09/08/2024;07:32:51;726,395;14,52;0,00000;
173;;09/08/2024;07:32:52;726,410;14,52;0,00000;
174;;09/08/2024;07:32:53;726,410;14,52;0,00000;
175;;09/08/2024;07:32:54;726,410;14,52;0,00000;
176;;09/08/2024;07:32:55;726,410;14,52;0,00000;
177;;09/08/2024;07:32:56;726,440;14,54;0,00000;
178;;09/08/2024;07:32:57;726,440;14,52;0,00000;
179;;09/08/2024;07:32:58;726,440;14,52;0,00000;
180;;09/08/2024;07:32:59;726,410;14,52;0,00000;
181;;09/08/2024;07:33:00;726,379;14,54;0,00000;
182;;09/08/2024;07:33:01;726,379;14,52;0,00000;
183;;09/08/2024;07:33:02;726,379;14,52;0,00000;
184;;09/08/2024;07:33:03;726,410;14,52;0,00000;
185;;09/08/2024;07:33:04;726,440;14,54;0,00000;
186;;09/08/2024;07:33:05;726,410;14,52;0,00000;
187;;09/08/2024;07:33:06;726,395;14,52;0,00000;
188;;09/08/2024;07:33:07;726,440;14,52;0,00000;
189;;09/08/2024;07:33:08;726,410;14,52;0,00000;
190;;09/08/2024;07:33:09;726,410;14,52;0,00000;
191;;09/08/2024;07:33:10;726,440;14,52;0,00000;
192;;09/08/2024;07:33:11;726,395;14,52;0,00000;
193;;09/08/2024;07:33:12;726,395;14,52;0,00000;
194;;09/08/2024;07:33:13;726,395;14,52;0,00000;
195;;09/08/2024;07:33:14;726,410;14,52;0,00000;
196;;09/08/2024;07:33:15;726,410;14,52;0,00000;
197;;09/08/2024;07:33:16;726,410;14,51;0,00000;
198;;09/08/2024;07:33:17;726,440;14,52;0,00000;
199;;09/08/2024;07:33:18;726,410;14,51;0,00000;
200;;09/08/2024;07:33:19;726,364;14,52;0,00000;
201;;09/08/2024;07:33:20;726,410;14,52;0,00000;
202;;09/08/2024;07:33:21;726,410;14,52;0,00000;
203;;09/08/2024;07:33:22;726,410;14,52;0,00000;
204;;09/08/2024;07:33:23;726,410;14,52;0,00000;
205;;09/08/2024;07:33:24;726,395;14,52;0,00000;
206;;09/08/2024;07:33:25;726,410;14,51;0,00000;
207;;09/08/2024;07:33:26;726,395;14,51;0,00000;
208;;09/08/2024;07:33:27;726,471;14,52;0,00000;
209;;09/08/2024;07:33:28;726,440;14,52;0,00000;
210;;09/08/2024;07:33:29;726,440;14,52;0,00000;
211;;09/08/2024;07:33:30;726,440;14,52;0,00000;
212;;09/08/2024;07:33:31;726,440;14,52;0,00000;
213;;09/08/2024;07:33:32;726,395;14,52;0,00000;
214;;09/08/2024;07:33:33;726,410;14,52;0,00000;
215;;09/08/2024;07:33:34;726,440;14,52;0,00000;
216;;09/08/2024;07:33:35;726,410;14,52;0,00000;
217;;09/08/2024;07:33:36;726,440;14,51;0,00000;
218;;09/08/2024;07:33:37;726,440;14,52;0,00000;
219;;09/08/2024;07:33:38;726,410;14,52;0,00000;
220;;09/08/2024;07:33:39;726,440;14,52;0,00000;
221;;09/08/2024;07:33:40;726,440;14,52;0,00000;
222;;09/08/2024;07:33:41;726,440;14,52;0,00000;
223;;09/08/2024;07:33:42;726,440;14,52;0,00000;
224;;09/08/2024;07:33:43;726,440;14,52;0,00000;
225;;09/08/2024;07:33:44;726,440;14,51;0,00000;
226;;09/08/2024;07:33:45;726,410;14,52;0,00000;
227;;09/08/2024;07:33:46;726,440;14,51;0,00000;
228;;09/08/2024;07:33:47;726,410;14,51;0,00000;
229;;09/08/2024;07:33:48;726,410;14,52;0,00000;
230;;09/08/2024;07:33:49;726,440;14,52;0,00000;
231;;09/08/2024;07:33:50;726,440;14,52;0,00000;
232;;09/08/2024;07:33:51;726,410;14,52;0,00000;
233;;09/08/2024;07:33:52;726,440;14,51;0,00000;
234;;09/08/2024;07:33:53;726,410;14,51;0,00000;
235;;09/08/2024;07:33:54;726,410;14,52;0,00000;
236;;09/08/2024;07:33:55;726,410;14,51;0,00000;
237;;09/08/2024;07:33:56;726,440;14,51;0,00000;
238;;09/08/2024;07:33:57;726,410;14,52;0,00000;
239;;09/08/2024;07:33:58;726,410;14,51;0,00000;
240;;09/08/2024;07:33:59;726,410;14,52;0,00000;
241;;09/08/2024;07:34:00;726,440;14,51;0,00000;
242;;09/08/2024;07:34:01;726,440;14,52;0,00000;
243;;09/08/2024;07:34:02;726,440;14,52;0,00000;
244;;09/08/2024;07:34:03;726,410;14,51;0,00000;
245;;09/08/2024;07:34:04;726,440;14,51;0,00000;
246;;09/08/2024;07:34:05;726,440;14,52;0,00000;
247;;09/08/2024;07:34:06;726,440;14,51;0,00000;
248;;09/08/2024;07:34:07;726,440;14,51;0,00000;
249;;09/08/2024;07:34:08;726,410;14,52;0,00000;
250;;09/08/2024;07:34:09;726,440;14,51;0,00000;
251;;09/08/2024;07:34:10;726,440;14,51;0,00000;
252;;09/08/2024;07:34:11;726,440;14,51;0,00000;
253;;09/08/2024;07:34:12;726,410;14,52;0,00000;
254;;09/08/2024;07:34:13;726,440;14,51;0,00000;
255;;09/08/2024;07:34:14;726,440;14,51;0,00000;
256;;09/08/2024;07:34:15;726,410;14,51;0,00000;
257;;09/08/2024;07:34:16;726,395;14,52;0,00000;
258;;09/08/2024;07:34:17;726,410;14,51;0,00000;
259;;09/08/2024;07:34:18;726,440;14,51;0,00000;
260;;09/08/2024;07:34:19;726,486;14,51;0,00000;
261;;09/08/2024;07:34:20;726,486;14,51;0,00000;
262;;09/08/2024;07:34:21;726,471;14,51;0,00000;
263;;09/08/2024;07:34:22;726,486;14,51;0,00000;
264;;09/08/2024;07:34:23;726,471;14,51;0,00000;
265;;09/08/2024;07:34:24;726,486;14,52;0,00000;
266;;09/08/2024;07:34:25;726,440;14,52;0,00000;
267;;09/08/2024;07:34:26;726,440;14,52;0,00000;
268;;09/08/2024;07:34:27;726,440;14,51;0,00000;
269;;09/08/2024;07:34:28;726,471;14,52;0,00000;
270;;09/08/2024;07:34:29;726,440;14,51;0,00000;
271;;09/08/2024;07:34:30;726,471;14,51;0,00000;
272;;09/08/2024;07:34:31;726,440;14,52;0,00000;
273;;09/08/2024;07:34:32;726,471;14,51;0,00000;
274;;09/08/2024;07:34:33;726,471;14,51;0,00000;
275;;09/08/2024;07:34:34;726,471;14,52;0,00000;
276;;09/08/2024;07:34:35;726,440;14,51;0,00000;
277;;09/08/2024;07:34:36;726,440;14,51;0,00000;
278;;09/08/2024;07:34:37;726,471;14,51;0,00000;
279;;09/08/2024;07:34:38;726,440;14,51;0,00000;
280;;09/08/2024;07:34:39;726,440;14,51;0,00000;
281;;09/08/2024;07:34:40;726,471;14,51;0,00000;
282;;09/08/2024;07:34:41;726,471;14,52;0,00000;
283;;09/08/2024;07:34:42;726,471;14,51;0,00000;
284;;09/08/2024;07:34:43;726,471;14,51;0,00000;
285;;09/08/2024;07:34:44;726,486;14,51;0,00000;
286;;09/08/2024;07:34:45;726,486;14,51;0,00000;
287;;09/08/2024;07:34:46;726,471;14,51;0,00000;
288;;09/08/2024;07:34:47;726,486;14,51;0,00000;
289;;09/08/2024;07:34:48;726,486;14,51;0,00000;
290;;09/08/2024;07:34:49;726,517;14,51;0,00000;
291;;09/08/2024;07:34:50;726,471;14,52;0,00000;
292;;09/08/2024;07:34:51;726,440;14,51;0,00000;
293;;09/08/2024;07:34:52;726,486;14,52;0,00000;
294;;09/08/2024;07:34:53;726,471;14,52;0,00000;
295;;09/08/2024;07:34:54;726,486;14,51;0,00000;
296;;09/08/2024;07:34:55;726,486;14,52;0,00000;
297;;09/08/2024;07:34:56;726,486;14,51;0,00000;
298;;09/08/2024;07:34:57;726,486;14,52;0,00000;
299;;09/08/2024;07:34:58;726,486;14,51;0,00000;
300;;09/08/2024;07:34:59;726,486;14,52;0,00000;
301;;09/08/2024;07:35:00;726,471;14,51;0,00000;
302;;09/08/2024;07:35:01;726,486;14,51;0,00000;
303;;09/08/2024;07:35:02;726,486;14,51;0,00000;
304;;09/08/2024;07:35:03;726,440;14,51;0,00000;
305;;09/08/2024;07:35:04;726,471;14,49;0,00000;
306;;09/08/2024;07:35:05;726,471;14,52;0,00000;
307;;09/08/2024;07:35:06;726,486;14,51;0,00000;
308;;09/08/2024;07:35:07;726,517;14,51;0,00000;
309;;09/08/2024;07:35:08;726,471;14,51;0,00000;
310;;09/08/2024;07:35:09;726,471;14,52;0,00000;
311;;09/08/2024;07:35:10;726,471;14,51;0,00000;
312;;09/08/2024;07:35:11;726,471;14,51;0,00000;
313;;09/08/2024;07:35:12;726,486;14,51;0,00000;
314;;09/08/2024;07:35:13;726,471;14,51;0,00000;
315;;09/08/2024;07:35:14;726,486;14,51;0,00000;
316;;09/08/2024;07:35:15;726,440;14,51;0,00000;
317;;09/08/2024;07:35:16;726,440;14,51;0,00000;
318;;09/08/2024;07:35:17;726,440;14,51;0,00000;
319;;09/08/2024;07:35:18;726,471;14,49;0,00000;
320;;09/08/2024;07:35:19;726,471;14,51;0,00000;
321;;09/08/2024;07:35:20;726,440;14,51;0,00000;
322;;09/08/2024;07:35:21;726,486;14,51;0,00000;
323;;09/08/2024;07:35:22;726,410;14,52;0,00000;
324;;09/08/2024;07:35:23;726,440;14,51;0,00000;
325;;09/08/2024;07:35:24;726,440;14,51;0,00000;
326;;09/08/2024;07:35:25;726,440;14,51;0,00000;
327;;09/08/2024;07:35:26;726,440;14,51;0,00000;
328;;09/08/2024;07:35:27;726,471;14,51;0,00000;
329;;09/08/2024;07:35:28;726,440;14,51;0,00000;
330;;09/08/2024;07:35:29;726,440;14,51;0,00000;
331;;09/08/2024;07:35:30;726,440;14,51;0,00000;
332;;09/08/2024;07:35:31;726,440;14,51;0,00000;
333;;09/08/2024;07:35:32;726,486;14,51;0,00000;
334;;09/08/2024;07:35:33;726,517;14,51;0,00000;
335;;09/08/2024;07:35:34;726,440;14,51;0,00000;
336;;09/08/2024;07:35:35;726,486;14,51;0,00000;
337;;09/08/2024;07:35:36;726,440;14,51;0,00000;
338;;09/08/2024;07:35:37;726,440;14,49;0,00000;
339;;09/08/2024;07:35:38;726,440;14,51;0,00000;
340;;09/08/2024;07:35:39;726,471;14,51;0,00000;
341;;09/08/2024;07:35:40;726,471;14,51;0,00000;
342;;09/08/2024;07:35:41;726,471;14,51;0,00000;
343;;09/08/2024;07:35:42;726,471;14,51;0,00000;
344;;09/08/2024;07:35:43;726,486;14,51;0,00000;
345;;09/08/2024;07:35:44;726,440;14,51;0,00000;
346;;09/08/2024;07:35:45;726,471;14,51;0,00000;
347;;09/08/2024;07:35:46;726,395;14,51;0,00000;
348;;09/08/2024;07:35:47;726,471;14,51;0,00000;
349;;09/08/2024;07:35:48;726,471;14,51;0,00000;
350;;09/08/2024;07:35:49;726,440;14,51;0,00000;
351;;09/08/2024;07:35:50;726,471;14,51;0,00000;
352;;09/08/2024;07:35:51;726,471;14,51;0,00000;
353;;09/08/2024;07:35:52;726,440;14,51;0,00000;
354;;09/08/2024;07:35:53;726,440;14,51;0,00000;
355;;09/08/2024;07:35:54;726,440;14,51;0,00000;
356;;09/08/2024;07:35:55;726,471;14,51;0,00000;
357;;09/08/2024;07:35:56;726,486;14,51;0,00000;
358;;09/08/2024;07:35:57;726,471;14,51;0,00000;
359;;09/08/2024;07:35:58;726,471;14,51;0,00000;
360;;09/08/2024;07:35:59;726,471;14,51;0,00000;
361;;09/08/2024;07:36:00;726,440;14,51;0,00000;
362;;09/08/2024;07:36:01;726,410;14,51;0,00000;
363;;09/08/2024;07:36:02;726,440;14,51;0,00000;
364;;09/08/2024;07:36:03;726,486;14,51;0,00000;
365;;09/08/2024;07:36:04;726,440;14,51;0,00000;
366;;09/08/2024;07:36:05;726,440;14,51;0,00000;
367;;09/08/2024;07:36:06;726,440;14,51;0,00000;
368;;09/08/2024;07:36:07;726,440;14,49;0,00000;
369;;09/08/2024;07:36:08;726,440;14,51;0,00000;
370;;09/08/2024;07:36:09;726,440;14,51;0,00000;
371;;09/08/2024;07:36:10;726,440;14,51;0,00000;
372;;09/08/2024;07:36:11;726,517;14,51;0,00000;
373;;09/08/2024;07:36:12;726,471;14,51;0,00000;
374;;09/08/2024;07:36:13;726,471;14,49;0,00000;
375;;09/08/2024;07:36:14;726,471;14,51;0,00000;
376;;09/08/2024;07:36:15;726,440;14,51;0,00000;
377;;09/08/2024;07:36:16;726,440;14,51;0,00000;
378;;09/08/2024;07:36:17;726,440;14,51;0,00000;
379;;09/08/2024;07:36:18;726,440;14,51;0,00000;
380;;09/08/2024;07:36:19;726,486;14,51;0,00000;
381;;09/08/2024;07:36:20;726,425;14,49;0,00000;
382;;09/08/2024;07:36:21;726,135;14,49;0,00000;
383;;09/08/2024;07:36:22;726,395;14,51;0,00000;
384;;09/08/2024;07:36:23;726,196;14,51;0,00000;
385;;09/08/2024;07:36:24;726,212;14,51;0,00000;
386;;09/08/2024;07:36:25;726,166;14,51;0,00000;
387;;09/08/2024;07:36:26;726,181;14,51;0,00000;
388;;09/08/2024;07:36:27;726,181;14,51;0,00000;
389;;09/08/2024;07:36:28;726,135;14,51;0,00000;
390;;09/08/2024;07:36:29;726,440;14,49;0,00000;
391;;09/08/2024;07:36:30;726,257;14,51;0,00000;
392;;09/08/2024;07:36:31;726,471;14,51;0,00000;
393;;09/08/2024;07:36:32;726,181;14,49;0,00000;
394;;09/08/2024;07:36:33;726,288;14,49;0,00000;
395;;09/08/2024;07:36:34;726,318;14,51;0,00000;
396;;09/08/2024;07:36:35;726,257;14,51;0,00000;
397;;09/08/2024;07:36:36;726,257;14,51;0,00000;
398;;09/08/2024;07:36:37;726,166;14,51;0,00000;
399;;09/08/2024;07:36:38;726,242;14,51;0,00000;
400;;09/08/2024;07:36:39;726,212;14,51;0,00000;
401;;09/08/2024;07:36:40;726,135;14,51;0,00000;
402;;09/08/2024;07:36:41;726,166;14,51;0,00000;
403;;09/08/2024;07:36:42;726,135;14,51;0,00000;
404;;09/08/2024;07:36:43;726,440;14,51;0,00000;
405;;09/08/2024;07:36:44;726,181;14,51;0,00000;
406;;09/08/2024;07:36:45;725,830;14,51;0,00000;
407;;09/08/2024;07:36:46;726,334;14,52;0,00000;
408;;09/08/2024;07:36:47;726,364;14,52;0,00000;
409;;09/08/2024;07:36:48;726,044;14,51;0,00000;
410;;09/08/2024;07:36:49;725,937;14,52;0,00000;
411;;09/08/2024;07:36:50;726,242;14,52;0,00000;
412;;09/08/2024;07:36:51;726,410;14,51;0,00000;
413;;09/08/2024;07:36:52;726,364;14,51;0,00000;
414;;09/08/2024;07:36:53;725,937;14,52;0,00000;
415;;09/08/2024;07:36:54;726,105;14,52;0,00000;
416;;09/08/2024;07:36:55;726,059;14,52;0,00000;
417;;09/08/2024;07:36:56;726,410;14,52;0,00000;
418;;09/08/2024;07:36:57;726,288;14,52;0,00000;
419;;09/08/2024;07:36:58;726,028;14,52;0,00000;
420;;09/08/2024;07:36:59;726,547;14,52;0,00000;
421;;09/08/2024;07:37:00;726,471;14,52;0,00000;
422;;09/08/2024;07:37:01;726,288;14,52;0,00000;
423;;09/08/2024;07:37:02;726,547;14,52;0,00000;
424;;09/08/2024;07:37:03;726,563;14,52;0,00000;
425;;09/08/2024;07:37:04;726,257;14,52;0,00000;
426;;09/08/2024;07:37:05;726,318;14,52;0,00000;
427;;09/08/2024;07:37:06;726,547;14,52;0,00000;
428;;09/08/2024;07:37:07;726,364;14,52;0,00000;
429;;09/08/2024;07:37:08;726,334;14,52;0,00000;
430;;09/08/2024;07:37:09;726,318;14,52;0,00000;
431;;09/08/2024;07:37:10;726,395;14,52;0,00000;
432;;09/08/2024;07:37:11;726,471;14,52;0,00000;
433;;09/08/2024;07:37:12;726,517;14,52;0,00000;
434;;09/08/2024;07:37:13;726,334;14,54;0,00000;
435;;09/08/2024;07:37:14;726,410;14,52;0,00000;
436;;09/08/2024;07:37:15;726,410;14,52;0,00000;
437;;09/08/2024;07:37:16;726,440;14,52;0,00000;
438;;09/08/2024;07:37:17;726,410;14,52;0,00000;
439;;09/08/2024;07:37:18;726,410;14,54;0,00000;
440;;09/08/2024;07:37:19;726,395;14,52;0,00000;
441;;09/08/2024;07:37:20;726,440;14,54;0,00000;
442;;09/08/2024;07:37:21;726,410;14,54;0,00000;
443;;09/08/2024;07:37:22;726,379;14,54;0,00000;
444;;09/08/2024;07:37:23;726,440;14,54;0,00000;
445;;09/08/2024;07:37:24;726,456;14,54;0,00000;
446;;09/08/2024;07:37:25;726,395;14,52;0,00000;
447;;09/08/2024;07:37:26;726,471;14,54;0,00000;
448;;09/08/2024;07:37:27;726,410;14,54;0,00000;
449;;09/08/2024;07:37:28;726,410;14,54;0,00000;
450;;09/08/2024;07:37:29;726,440;14,54;0,00000;
451;;09/08/2024;07:37:30;726,410;14,54;0,00000;
452;;09/08/2024;07:37:31;726,410;14,54;0,00000;
453;;09/08/2024;07:37:32;726,440;14,54;0,00000;
454;;09/08/2024;07:37:33;726,440;14,54;0,00000;
455;;09/08/2024;07:37:34;726,440;14,54;0,00000;
456;;09/08/2024;07:37:35;726,440;14,54;0,00000;
457;;09/08/2024;07:37:36;726,456;14,54;0,00000;
458;;09/08/2024;07:37:37;726,517;14,54;0,00000;
459;;09/08/2024;07:37:38;726,517;14,54;0,00000;
460;;09/08/2024;07:37:39;726,532;14,54;0,00000;
